Id	Area	Field	Class	Area (?m²)	ECD (?m)	Perimeter (?m)	Shape	Count	O Wt%	F Wt%	Al Wt%	Si Wt%	Cl Wt%	K Wt%	Ca Wt%	Fe Wt%	Br Wt%	La Wt%	Ce Wt%	Pr Wt%	Nd Wt%	Sm Wt%	Gd Wt%	Dy Wt%
16		AM02_02	PM2.5	2.234898938	1.68687928	5.487058862	1.072041222	99	57.53871799	0	4.908965528		1.03888195		19.86934543			0	0	0	0	6.382396072	5.342876166	4.918816313
12		AM02_02	PM10	6.704696814	2.92176062	9.738290157	1.125580117	249	20.67078799	8.776351064	0.281165401		2.518704534		0.548147829	47.27669954		0	0	0	0	10.45607626	0	9.472072124
13		AM02_02	PM2.5	1.45268431	1.360005555	4.328128958	1.026169907	71	30.86774349	12.59898692	0	23.26000035	0.126515457		0.191467162			1.897787862	15.62373042	9.583321214	4.798903316	0.115122425	0	0.936421752
17		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	25	39.46232796	8.620145917	7.971411943		0		1.795728132			0	0	0	0	0	36.46329045	5.687100813
18		AM02_02	PM2.5	0.782214628	0.997971241	3.246096719	1.071981064	47	7.223323733	0	19.96713728		0.008367298		0			0	0	31.44777119	13.69792074	22.75640815	0	4.899064079
19		AM02_02	PM2.5	2.681878726	1.847883667	5.93525129	1.045271774	97	44.46372092	11.18049696	0		0		29.33800817			0	0	0	5.614427105	4.541677237	4.861667752	0
20		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	12	0	66.83608294	0		0.496066641		0.827154517			2.8802149	3.086112253	3.45659703	3.929360956	4.79115136	6.013447046	7.683812827
23		AM02_02	PM2.5	1.899664097	1.555225852	5.224513816	1.143418159	74	57.14904666	0.532058021	2.428153343		1.116443332		26.96138322			2.527808957	9.285108745	0	0	0	0	0
24		AM02_02	PM2.5	0.893959575	1.066876133	3.431744101	1.048339735	42	74.2787838	0	0.114768371		0		8.876903355			0.435151812	2.996173128	2.744063921	2.653847821	0	7.900307328	0
22		AM02_02	PM2.5	4.469797876	2.385607556	8.284963152	1.22203435	141	46.68753147	9.873848408	12.53566295	16.77111238	2.13378612		2.685916424			4.122756049	0	0	0	0	2.420486882	2.76889205
25		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	17	43.37030649	34.57996845	1.243987959		0.082024722		19.75926906			0	0	0.284374296	0.112530496	0.136479305	0.213666516	0.217397348
27		AM02_02	PM2.5	2.681878726	1.847883667	5.858353627	1.018361958	111	56.96957707	25.72482526	0		0.516649708		16.63045287			0	0	0	0	0.158493361	0	0
26		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	18	38.06827068	10.82961261	1.411394309		0.007649061		0			10.80207154	15.23098052	15.03786594	0	2.242460847	3.540910408	2.828789875
28		AM02_02	PM2.5	0.335234841	0.653325536	2.240962143	1.192092698	23	84.43021774	0	1.167859696		0.036955974		13.98504674			0.178056292	0.088720722	0	0.113145867	0	0	0
29		AM02_02	PM2.5	2.681878726	1.847883667	6.044001009	1.083927057	105	46.27057612	0	2.060768567		0		0			9.02582407	3.969685361	0	0	0	22.20454961	16.46858752
30		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	55.71485758	30.34968078	0.339148263		0.101541507		0			0	0	0.591787137	0	1.555995829	7.447861135	3.899129108
32		AM02_02	PM2.5	2.681878726	1.847883667	6.306546055	1.180141667	74	48.26812148	5.60734868	11.69415042		0.00662732		0			0	0	0	34.42374766	0	0	0
33		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	6	35.71709096	0	54.78801727		1.420667209		0.205518468			0.715851085	0.765753491	0.859182514	0.974336732	1.18372906	1.48082152	1.889028959
34		AM02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	22	41.00357592	22.93278128	5.414197966		0.010593064		0			5.285234749	0	0	23.14414829	0	1.081085484	1.12838326
36		AM02_02	PM2.5	2.458388832	1.769213915	6.492193438	1.364339536	75	39.91508782	2.803627402	4.273594543		2.866159566		15.67669064			0	4.618414491	1.553929504	0	14.36533034	12.74798214	1.179183461
40		AM02_02	PM2.5	3.911073142	2.231531534	8.022418106	1.30949783	155	39.56096768	23.18442315	2.537830174		2.113737538		2.878099307			5.892578512	0	0	1.509226579	0	6.722994149	15.6001389
37		AM02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	17	64.19432163	30.56735396	0.078887958		3.123224713		0.049651187			0.178461638	0.19156856	0.215731305	0.245277816	0.299279066	0.375630264	0.4806126
39		AM02_02	PM2.5	0.670469681	0.923941834	2.79790429	0.929130466	43	32.94068873	1.022019703	10.50324813		0.006689679		0.804028101			0	0	27.84145474	26.88186765	0	0	0
42		AM02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	31	1.503824256	0	0.107217464		0.007391666		0.839771982			8.531133085	30.16522527	22.96519727	25.67024529	4.54636775	5.663625896	0
43		AM02_02	PM2.5	1.005704522	1.131593022	3.694289147	1.079894928	24	46.74546421	5.654163659	0		10.86678356		35.43488979			0.497065391	0.180437241	0	0.110737106	0.133562624	0.166073663	0.210821768
44		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	23.93220067	41.4694041	2.20954828		0.013854764		31.09110296			0.323077757	0.103877112	0.116349396	0.131534634	0.159011059	0.198113825	0.251928181
46		AM02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	42	25.37403107	0	10.40699705		0.243600761		0.012729679			15.86273611	0	3.034990281	7.498764992	0	4.984469712	32.58168399
47		AM02_02	PM2.5	1.676174204	1.46088031	4.590674005	1.00051566	83	78.04688811	0	0		0.615884736		21.33722752			0	0	0	0	0	0	0
48		AM02_02	PM2.5	4.69328777	2.444520318	8.284963152	1.163842238	157	45.35479248	0	9.71385166	18.42532307	0.659663603	16.93803221	0.719126919			0	0	0	0	4.013045505	3.853299469	0.322868116
50		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	22	18.86785626	24.36355352	1.079453714		0.024810378		22.11729735			0	0	0	0	33.54702294	0	0
52		AM02_02	PM2.5	2.346643885	1.728536893	6.569091101	1.463367877	109	39.72896934	9.098564088	10.65081358		0		3.69637832			0	0	9.967300296	13.01983893	0	7.606505603	6.231625006
53		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	13	36.62109971	0	3.02397348		0.472258776		0.015910855			1.168223098	0	0	1.273401361	42.53561199	11.25866324	3.630859405
49		AM02_02	PM2.5	2.570133779	1.808976496	5.672706244	0.996357044	135	30.44053614	0	2.294223011	35.42324603	0.049818045		4.487352818			0	0	9.856586158	1.938391849	15.5098483	0	0
54		AM02_02	PM2.5	0.446979788	0.754395348	2.689154571	1.287460114	44	69.05144453	0	4.190078378		0.006457119		15.06824642			8.102759719	0	0	3.581006452	0	0	0
55		AM02_02	PM2.5	1.78791915	1.508790696	4.776321387	1.015381726	159	60.0628674	0	0.102149637	38.15231919	0.012632518		0			0	0.457199058	1.21283615	0	0	0	0
57		AM02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	36	93.24892163	0	0.44668843		5.248139426		0			0	0	0	0	0	1.056246646	0
56		AM02_02	PM2.5	3.128858513	1.995942481	6.306546055	1.01155	125	74.44770932	0	0.971245859		0		18.77633482			0	0	0	0	0.707265222	5.09744212	0
58		AM02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	19	51.05481744	5.764301121	0.213884469		0.129198038		0.016909302			0	0	4.022056237	27.39423215	0.94350148	10.46109647	0
60		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	9	36.72868907	5.481090024	0.018412198		0.009336163		0.01468234			0	0	0	0	0	8.533149958	49.21464324
61		AM02_02	PM2.5	0.446979788	0.754395348	2.426609525	1.048339735	23	55.48511744	0	40.72639346		2.167970687		0.256363885			0	0	0	1.36415977	0	0	0
59		AM02_02	PM2.5	1.229194416	1.251023157	3.87993653	0.974582929	68	43.01989377	3.016949259	14.78737146	22.48872072	0		0			4.315401614	6.453282386	0	0	5.142141879	0.776238926	0
65		AM02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	9	0	0	91.85070992		0.177799538		0			0.960525125	1.025367435	1.148527768	1.300049853	1.5729798	1.964037493	0
67		AM02_02	PM10	5.922482186	2.746040517	9.738290157	1.274241642	211	32.22245574	15.34797847	4.74740006		0		6.818290055			5.080581456	4.786644503	8.158686012	2.376370318	0	20.46159953	0
66		AM02_02	PM2.5	1.117449469	1.192803778	4.590674005	1.50077349	34	42.10567176	36.67985201	7.805716246		7.441692799		0			1.114891097	0.845534168	0.092268514	2.493675798	0	0	1.420702692
64		AM02_02	PM10	6.257717027	2.822688927	13.06128454	2.169431774	267	44.14096475	0.729558896	0		1.763514429		28.62312496			0	0	0	4.85127233	0	0	19.89156455
70		AM02_02	PM2.5	0.335234841	0.653325536	2.164064479	1.111684066	20	35.50148904	0	8.248550445		1.468238328		53.3343792			0.564602064	0.159054354	0	0.129784096	0.15594248	0.193275744	0.244684308
69		AM02_02	PM2.5	0.335234841	0.653325536	2.240962143	1.192092698	22	56.6180706	0	0		12.49481589		0.024063961			0	8.111101389	21.54289484	1.209051628	0	0	0
72		AM02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	22	65.26166797	0	12.99994141		0.411264086		3.590021655			0.216644001	0.70158015	1.103434805	0	1.848327182	9.058905393	4.808212817
71		AM02_02	PM10	5.922482186	2.746040517	8.733155581	1.024775579	166	49.41682518	6.204431131	0		0		21.34023011			3.034165688	2.429851145	12.13487536	5.179670453	0	0	0.259961654
74		AM02_02	PM2.5	0.558724735	0.84343964	2.612256908	0.971905435	13	86.47863269	6.742946804	4.304428399		0		0.060060067			0.21648705	0.232499675	0.261878758	0.297898357	0.363758812	0.456766132	0.584633788
76		AM02_02	PM2.5	0.446979788	0.754395348	2.164064479	0.83376305	48	73.74347448	10.81301793	5.441895872		0.111293478		0			0	0	0	0	0	9.890305996	0
73		AM02_02	PM10	6.816441761	2.946008012	11.34541249	1.502702428	283	36.36081517	3.33841145	11.87584996	20.73614448	1.479663048		3.442960605		7.354598492	0	4.9289722	7.484269887	0	0	0	2.998325042
78		AM02_02	PM2.5	0.670469681	0.923941834	3.694289147	1.619842392	29	47.3998189	9.364298731	20.26014775		0.013945096		0.01943337			0	0	1.710840687	0.62324605	5.960779637	4.674081877	9.973401576
80		AM02_02	PM2.5	3.128858513	1.995942481	7.836770723	1.561990878	146	13.08460534	14.65176493	6.019199267		0		5.538900197			15.86940587	27.16835141	0.647314126	0	12.98465431	4.035811126	0
79		AM02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	16	61.97856069	30.65891862	5.769267306		0.021269923		0.038284226			0.137745356	0.147869997	0.166549499	0.189357635	0.231053028	0.290021254	0.371108367
77		AM02_02	PM2.5	2.346643885	1.728536893	6.120898673	1.270496076	94	51.20031834	0	15.35291225	20.64415812	0		6.160268933			0	0	4.790138081	0	1.852200367	0	0
81		AM02_02	PM2.5	0.335234841	0.653325536	1.978417097	0.929130466	16	0	22.90052623	35.0125432		0.041340687		30.34780025			0.25845503	0.274710916	0.411007553	0.34586289	0.522478716	1.225475874	8.659801632
82		AM02_02	PM2.5	1.899664097	1.555225852	5.224513816	1.143418159	66	39.99623358	20.07631361	0		0.645722356		6.957208365			3.275084496	2.264508978	0	0	0	22.64214903	4.142778739
84		AM02_02	PM2.5	2.346643885	1.728536893	6.492193438	1.429308085	78	55.074054	22.01534957	0		0		11.87432706			0	8.294399083	0	0	0	2.741870843	0
85		AM02_02	PM2.5	0.893959575	1.066876133	3.508641765	1.095847984	52	48.19825292	0	6.683319807		0.814376399		6.546639651			27.78816223	6.429228932	0	3.540020436	0	0	0
88		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	11	0	0	0		3.167279437		1.246950217			8.210939169	22.09886014	4.150953144	0	33.80711377	15.42468071	11.89322174
90		AM02_02	PM2.5	1.005704522	1.131593022	3.956834194	1.238840621	43	86.07512712	0	6.147849187		0		0			0	0	0	0	0	7.412149012	0.36487421
89		AM02_02	PM2.5	0.893959575	1.066876133	3.508641765	1.095847984	51	43.0996716	39.56673741	9.919460118		0.009965603		0			0	0	4.953430966	0	2.450737171	0	0
91		AM02_02	PM2.5	2.458388832	1.769213915	5.858353627	1.110940318	88	29.2347163	14.48772699	23.52526933		5.095639452		1.359322574			0	0	4.789478332	3.32582444	15.08270502	0	3.09932325
93		AM02_02	PM2.5	2.011409044	1.600314199	5.147616152	1.048339735	66	56.06396794	0	2.456467412		0.483342865		20.82984895			5.205774307	14.96060193	0	0	0	0	0
95		AM02_02	PM2.5	0.223489894	0.533438066	1.530224668	0.83376305	17	59.81588364	0	32.09916949		0		4.538543522			0	0	0	1.003594603	0.920391269	0.734733697	0.887681451
97		AM02_02	PM2.5	2.123153991	1.644166543	5.595808581	1.173638483	122	79.04943824	0	10.09927392		0		7.660150528			2.078100108	0	0	0	0	1.113029849	0
96		AM02_02	PM10	8.716105859	3.331319657	11.26851482	1.159313787	265	50.86337924	0	14.31257725		0		1.768807694			0	0	8.741362393	14.40918595	0	0	9.904696047
99		AM02_02	PM2.5	0.223489894	0.533438066	1.607122332	0.919665974	27	66.40341878	9.032702446	0.314675248		1.63869001		16.30643606			0.845127553	3.061897121	2.397047356	0	0	0	0
102		AM02_02	PM2.5	2.011409044	1.600314199	5.224513816	1.079894928	113	44.06456351	5.131346732	9.323941171		0		7.369817793			5.480548739	16.49559587	12.13417798	0	0	0	0
101		AM02_02	PM2.5	2.234898938	1.68687928	5.595808581	1.114956559	119	58.23342204	8.175011724	1.954965852	28.4902662	0		3.146343306			0	0	0	0	0	0	0
98		AM02_02	PM2.5	2.681878726	1.847883667	8.022418106	1.909684335	174	45.13027668	0	8.704421669	32.70808756	0		0			0	9.900003672	3.55720222	0	0	0	0
103		AM02_02	PM2.5	0.558724735	0.84343964	3.060449336	1.33402088	39	0	23.68983775	6.472814828		0.879390817		36.30019724			5.574181303	0	0	0	4.271298647	22.81228602	0
105		AM02_02	PM2.5	1.005704522	1.131593022	3.694289147	1.079894928	48	59.55722332	35.15437543	0.92466129		1.822063141		1.248108409			0.172467239	0.378979649	0.137625099	0.105894764	0.129140145	0.162091001	0.207367493
104		AM02_02	PM2.5	4.358052929	2.35559872	7.836770723	1.121429348	180	56.19689822	0	12.64429539		0		0			2.301303484	1.560704317	0	0	0	0	27.29679644
